100	5
5001	0.0982479	0.0921161	5.88	6.96	
10001	0.0917152	0.0912751	7.1	9.9	
15001	0.090976	0.090824	10.28	11.52	
20001	0.0907182	0.0905109	10.98	12.42	
25001	0.0904307	0.0902384	12.14	12.4	
30001	0.0901504	0.0900288	12.76	13.64	
35001	0.0899078	0.0898391	14.4	14.58	
40001	0.0897363	0.0896009	15.2	16.72	
45001	0.0895667	0.0893574	16.1	17.76	
50001	0.0893541	0.0891263	17.86	19.52	
60001	0.177808	0.0886507	43.48	22.56	
65001	0.0886073	0.088396	21.82	24.36	
70001	0.0884356	0.0881532	23	25.96	
75001	0.0881963	0.0879006	24.9	27.14	
80001	0.0879207	0.0876127	27.16	28.6	
85001	0.087577	0.0873192	29.3	29.94	
90001	0.0873478	0.0870403	30.76	32.74	
95001	0.0870228	0.0867385	32.44	33.28	
100001	0.0868531	0.0864128	32.44	34.32	
105001	0.0865033	0.0860867	34.16	35.7	
115001	0.171686	0.0853514	73.06	38.02	
120001	0.0853432	0.0849692	37.78	38.48	
125001	0.0851757	0.0845786	38.16	40.66	
130001	0.084735	0.0841782	40.68	41.62	
135001	0.0842336	0.0836858	40.7	42.56	
140001	0.0837802	0.0832259	42.08	42.3	
145001	0.0834581	0.0827836	41.14	43.56	
150001	0.0828071	0.0822636	42.86	43.28	
155001	0.082605	0.0816883	40.94	44.14	
160001	0.0818628	0.081113	41.94	44.92	
170001	0.161622	0.0799321	87.28	45.8	
175001	0.0797862	0.0792739	44.68	44.92	
180001	0.0797186	0.0786548	43.7	46.82	
185001	0.0788883	0.0780417	45.2	47.26	
190001	0.078136	0.0773124	45.82	47.32	
195001	0.0774185	0.0766278	46.22	47.58	
200001	0.077184	0.0759762	45.84	49.56	
205001	0.0761244	0.0753077	47.26	48.96	
210001	0.0760909	0.0746982	45.9	48.84	
215001	0.0750466	0.0740258	47.24	50.24	
225001	0.147738	0.0727613	98.4	51.04	
230001	0.0725748	0.0720752	49.92	50.22	
235001	0.0730389	0.0715104	48.7	51.54	
240001	0.0718825	0.070945	50.42	52.62	
245001	0.0714544	0.0702687	50.44	52.9	
250001	0.0708118	0.0696794	51.02	53.32	
255001	0.0707462	0.0691308	50.34	54.28	
260001	0.0696478	0.0685583	52.12	54.52	
265001	0.0698116	0.0680261	51.34	53.74	
270001	0.0688368	0.067461	51.7	54.9	
280001	0.135406	0.0664656	106.92	55.38	
285001	0.0664477	0.0659913	53.34	54.4	
290001	0.0672497	0.065477	53.18	55.24	
295001	0.0661879	0.0651076	54.06	56.62	
300001	0.0659264	0.0645432	53.72	56.42	
305001	0.0654909	0.0642544	54.76	57.14	
310001	0.0656912	0.0638543	54.5	57.68	
315001	0.064675	0.0635079	54.94	57.82	
320001	0.065022	0.0631319	54.74	56.94	
325001	0.0643301	0.0628172	55.32	58.18	
335001	0.12672	0.062228	112.28	57.68	
340001	0.0622355	0.0618546	56.66	57.5	
345001	0.0634169	0.0616154	56.32	57.66	
350001	0.0625898	0.0614623	57.02	58.82	
355001	0.0623272	0.060966	56.78	59.36	
360001	0.0621683	0.060718	56.88	60.5	
365001	0.062481	0.0604122	56.78	61.18	
370001	0.0615959	0.0603226	57.92	61.26	
375001	0.0619845	0.0600076	57.32	60.16	
380001	0.0612279	0.059686	58.14	61.12	
390001	0.121025	0.0592763	118.06	60.64	
395001	0.0594611	0.0589951	59.94	60.66	
400001	0.0607834	0.0588065	58.96	60.6	
405001	0.0598996	0.0587778	59.32	61.6	
410001	0.0596804	0.0584238	59.04	62.06	
415001	0.0598604	0.0581941	59.76	62.48	
420001	0.0601542	0.0579981	59.28	63.08	
425001	0.0593044	0.0579328	60.64	63.5	
430001	0.0597007	0.0577498	60.08	62.02	
435001	0.0590916	0.057475	60.26	63.32	
445001	0.116606	0.0572537	122.8	62.76	
450001	0.057493	0.0570184	62.14	62.64	
455001	0.0588322	0.0567322	60.82	62.82	
460001	0.0579655	0.0567085	61.48	63.66	
465001	0.0576837	0.0563934	61.34	63.3	
470001	0.0580495	0.0562474	61.18	64.32	
475001	0.0582717	0.0560589	60.92	64.72	
480001	0.0575879	0.0558836	62.24	65.1	
485001	0.0577149	0.0556964	62.52	64.24	
490001	0.0572315	0.0554462	62.28	64.82	
500001	0.112749	0.0551561	126.24	64.46	
505001	0.0556176	0.0549806	64.1	64.86	
510001	0.0569801	0.0547993	62.88	64.58	
515001	0.05614	0.054651	62.62	65.92	
520001	0.055766	0.0544277	63.52	64.7	
525001	0.0563339	0.0542293	62.68	66.44	
530001	0.0565206	0.0541854	63.04	67.04	
535001	0.0558524	0.0539473	63.46	66.9	
540001	0.0558713	0.0537366	63.88	66.94	
545001	0.0554065	0.0535951	64.16	67.08	
